0.001000000,3.967916612,42.777328548
0.001023293,3.963119090,42.752630855
0.001047129,3.958323900,42.727670695
0.001071519,3.953531066,42.702445552
0.001096478,3.948740616,42.676952894
0.001122018,3.943952578,42.651190168
0.001148154,3.939166977,42.625154806
0.001174898,3.934383843,42.598844222
0.001202264,3.929603203,42.572255810
0.001230269,3.924825085,42.545386949
0.001258925,3.920049519,42.518235000
0.001288250,3.915276532,42.490797306
0.001318257,3.910506155,42.463071192
0.001348963,3.905738416,42.435053967
0.001380384,3.900973346,42.406742923
0.001412538,3.896210975,42.378135332
0.001445440,3.891451333,42.349228452
0.001479108,3.886694451,42.320019523
0.001513561,3.881940361,42.290505768
0.001548817,3.877189094,42.260684393
0.001584893,3.872440682,42.230552587
0.001621810,3.867695157,42.200107525
0.001659587,3.862952551,42.169346361
0.001698244,3.858212898,42.138266238
0.001737801,3.853476231,42.106864278
0.001778279,3.848742583,42.075137591
0.001819701,3.844011989,42.043083268
0.001862087,3.839284482,42.010698387
0.001905461,3.834560098,41.977980009
0.001949845,3.829838871,41.944925180
0.001995262,3.825120837,41.911530931
0.002041738,3.820406032,41.877794278
0.002089296,3.815694492,41.843712222
0.002137962,3.810986253,41.809281751
0.002187762,3.806281352,41.774499838
0.002238721,3.801579828,41.739363440
0.002290868,3.796881717,41.703869503
0.002344229,3.792187057,41.668014959
0.002398833,3.787495888,41.631796726
0.002454709,3.782808247,41.595211708
0.002511886,3.778124175,41.558256800
0.002570396,3.773443711,41.520928881
0.002630268,3.768766895,41.483224819
0.002691535,3.764093768,41.445141472
0.002754229,3.759424371,41.406675683
0.002818383,3.754758745,41.367824288
0.002884032,3.750096932,41.328584109
0.002951209,3.745438973,41.288951960
0.003019952,3.740784913,41.248924644
0.003090295,3.736134793,41.208498953
0.003162278,3.731488658,41.167671674
0.003235937,3.726846551,41.126439580
0.003311311,3.722208517,41.084799440
0.003388442,3.717574601,41.042748012
0.003467369,3.712944847,41.000282049
0.003548134,3.708319301,40.957398295
0.003630781,3.703698011,40.914093489
0.003715352,3.699081022,40.870364362
0.003801894,3.694468381,40.826207642
0.003890451,3.689860137,40.781620051
0.003981072,3.685256336,40.736598305
0.004073803,3.680657028,40.691139119
0.004168694,3.676062261,40.645239203
0.004265795,3.671472086,40.598895263
0.004365158,3.666886551,40.552104005
0.004466836,3.662305707,40.504862132
0.004570882,3.657729606,40.457166347
0.004677351,3.653158297,40.409013352
0.004786301,3.648591834,40.360399850
0.004897788,3.644030269,40.311322545
0.005011872,3.639473653,40.261778141
0.005128614,3.634922042,40.211763346
0.005248075,3.630375487,40.161274871
0.005370318,3.625834045,40.110309431
0.005495409,3.621297768,40.058863744
0.005623413,3.616766713,40.006934535
0.005754399,3.612240936,39.954518535
0.005888437,3.607720493,39.901612482
0.006025596,3.603205440,39.848213119
0.006165950,3.598695834,39.794317203
0.006309573,3.594191735,39.739921495
0.006456542,3.589693199,39.685022769
0.006606934,3.585200286,39.629617810
0.006760830,3.580713054,39.573703416
0.006918310,3.576231565,39.517276395
0.007079458,3.571755878,39.460333571
0.007244360,3.567286054,39.402871784
0.007413102,3.562822154,39.344887887
0.007585776,3.558364241,39.286378753
0.007762471,3.553912377,39.227341271
0.007943282,3.549466624,39.167772348
0.008128305,3.545027046,39.107668913
0.008317638,3.540593708,39.047027915
0.008511380,3.536166673,38.985846326
0.008709636,3.531746007,38.924121140
0.008912509,3.527331775,38.861849375
0.009120108,3.522924043,38.799028077
0.009332543,3.518522878,38.735654316
0.009549926,3.514128347,38.671725190
0.009772372,3.509740517,38.607237828
0.010000000,3.505359457,38.542189386
0.010232930,3.500985235,38.476577055
0.010471285,3.496617920,38.410398056
0.010715193,3.492257583,38.343649645
0.010964782,3.487904293,38.276329113
0.011220185,3.483558120,38.208433787
0.011481536,3.479219137,38.139961033
0.011748976,3.474887414,38.070908255
0.012022644,3.470563024,38.001272897
0.012302688,3.466246040,37.931052447
0.012589254,3.461936534,37.860244433
0.012882496,3.457634581,37.788846431
0.013182567,3.453340255,37.716856061
0.013489629,3.449053630,37.644270991
0.013803843,3.444774781,37.571088936
0.014125375,3.440503784,37.497307665
0.014454398,3.436240715,37.422924996
0.014791084,3.431985651,37.347938800
0.015135612,3.427738669,37.272347005
0.015488166,3.423499845,37.196147593
0.015848932,3.419269259,37.119338604
0.016218101,3.415046988,37.041918140
0.016595869,3.410833111,36.963884360
0.016982437,3.406627708,36.885235487
0.017378008,3.402430858,36.805969809
0.017782794,3.398242641,36.726085677
0.018197009,3.394063139,36.645581512
0.018620871,3.389892431,36.564455802
0.019054607,3.385730599,36.482707104
0.019498446,3.381577726,36.400334049
0.019952623,3.377433892,36.317335340
0.020417379,3.373299181,36.233709757
0.020892961,3.369173676,36.149456154
0.021379621,3.365057459,36.064573465
0.021877616,3.360950615,35.979060704
0.022387211,3.356853227,35.892916965
0.022908677,3.352765380,35.806141426
0.023442288,3.348687158,35.718733351
0.023988329,3.344618646,35.630692089
0.024547089,3.340559930,35.542017076
0.025118864,3.336511094,35.452707840
0.025703958,3.332472226,35.362764000
0.026302680,3.328443410,35.272185264
0.026915348,3.324424733,35.180971440
0.027542287,3.320416282,35.089122429
0.028183829,3.316418144,34.996638229
0.028840315,3.312430405,34.903518940
0.029512092,3.308453154,34.809764759
0.030199517,3.304486476,34.715375989
0.030902954,3.300530460,34.620353035
0.031622777,3.296585194,34.524696408
0.032359366,3.292650765,34.428406725
0.033113112,3.288727262,34.331484712
0.033884416,3.284814773,34.233931206
0.034673685,3.280913386,34.135747155
